"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"9003_2_2021","9003_2","2021","M221A","M221","40","500","0","3","36.8231944502502","13.4887236844369","0.601062881784022","0.179501258437466","90.1666666666667","5.16666666666667","41.043559189222","-77.5831905797077","1","0",NA,NA,NA,"9003_2_2021","9003_2"
"171958360020004","42.81.4440","2016","M221A","M221","40","500","0","4","36","12.1262360194745","0.694623913181515","0.17259583421586","72","5","41.285732","-77.196355","0","26.1961050853002","1.72554225251384","57.9527970725238","0.118468262470289","9003_2_2021","9003_2"
"375841075489998","42.75.509","2017","M221A","M221","40","500","0","3","23","11.8224555209759","0.539522426330688","0.126389877661008","101","5","40.48193","-76.57319","0","65.6492619337039","2.21969134899588","45.0513086178566","0.0920947827124055","9003_2_2021","9003_2"
"375841094489998","42.27.1430","2018","M221A","M221","40","500","0","4","50","14.4087502349556","0.795820547403034","0.0316840825660108","104","5","40.9374","-77.52917","0","7.85127402376727","2.11853362940038","47.2024605190259","0.0964922102899263","9003_2_2021","9003_2"
"511231861126144","42.67.4335","2020","M221A","M221","40","500","0","2","23","12.4025676458758","0.430770793873787","0.0546286613907774","72","5","40.525011","-77.310804","0","38.5281365859191","2.30980659251231","43.2936681037146","0.0885017789528595","9003_2_2021","9003_2"
"511231891126144","42.81.1975","2019","M221A","M221","40","500","0","2","15","13.9478620993634","0.631315783247214","0.033039917086439","99","5","41.16606","-77.16958","0","23.1849810190105","2.32110424559493","43.0829421771053","0.0880710088150247","9003_2_2021","9003_2"
"511231903126144","42.67.4665","2019","M221A","M221","40","500","0","4","37","12.1201485139416","0.511932015510341","0.222126836120128","85","5","40.461334","-77.528875","0","40.2761980294286","1.24558572281823","80.2835149504947","0.16411716089027","9003_2_2021","9003_2"
"535843703126144","51.69.16","2019","M221A","M221","40","500","0","5","35","13.9233816135146","0.594111412691162","0.137948846572393","70","5","39.242727","-78.317639","0","130.191888878035","2.2889333725812","43.6884713193863","0.0893088435526884","9003_2_2021","9003_2"
"618638099126144","42.35.5449","2020","M221A","M221","40","500","0","4","21","12.0413276439341","0.675271484617854","0.121013093042323","72","6","41.129177","-77.284947","0","16.6547692690066","2.34579495618181","42.6294718285043","0.087144015693134","9003_2_2021","9003_2"
"722438279290487","42.61.6063","2021","M221A","M221","40","500","0","4","22","15.1548122170264","0.848856817391683","0.0763926786494983","106","5","40.64497","-77.926259","0","32.8583418882512","2.32325640994337","43.0430320011201","0.0879894236380756","9003_2_2021","9003_2"
"722438406290487","42.81.2958","2021","M221A","M221","40","500","0","3","27","11.2062259481058","0.460112209634083","0.219874840070955","81","4","41.243821","-77.244342","0","22.437225274203","2.32793693660195","42.9564901126438","0.0878125129853276","9003_2_2021","9003_2"
"Composite Control",NA,"2019","M221A","M221","40","500","0","3.55625597231919","29.8991279914346","12.8411895006919","0.613509304302277","0.12823879116202","85.8732750909737","4.99933150270781","40.7087702155141","-77.4097204181804",NA,"39.9088031278192",NA,NA,NA,"9003_2_2021","9003_2"
