"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"9363_2_2021","9363_2","2021","211G","211","40","800","0","5","29.1111686083661","10.0210395806569","0.593115373956722","0.132470729487242","84.5","5.33333333333333","41.9127420531345","-78.2451503661497","1","0",NA,NA,NA,"9363_2_2021","9363_2"
"251632668489998","36.3.5839","2015","211F","211","40","800","0","4","31","10.443701886348","0.464344882381245","0.0647666646284809","91","5","42.434635","-78.150188","0","36.3494970198963","1.5148155383989","66.0146383933294","0.087966257244807","9363_2_2021","9363_2"
"306265677489998","36.15.3358","2016","211F","211","40","800","0","4","27","10.1980246068713","0.636285124632711","0.169326295889255","88","5","42.12251","-76.564267","0","87.7115725456948","1.15240087779806","86.7753591016644","0.115630468438934","9363_2_2021","9363_2"
"306269116489998","42.117.770","2016","211F","211","40","800","0","5","22","10.1045604979704","0.727426514821366","0","91","5","41.96937","-77.29734","0","48.9952979360234","1.44754712849588","69.0823794482659","0.09205410359778","9363_2_2021","9363_2"
"306269194489998","42.15.626","2016","211F","211","40","800","0","5","26","9.737667182758","0.651257384113782","0.085404756230481","97","5","41.59911","-76.29105","0","103.274155191302","1.12592763820866","88.8156544048418","0.11834921606617","9363_2_2021","9363_2"
"464514352489998","42.69.2188","2018","211F","211","40","800","0","5","26","11.0535932201671","0.550046960912438","0.0433704007149242","96","5","41.52211","-75.67823","0","135.435715687114","1.54854269469501","64.5768439853674","0.0860503580467784","9363_2_2021","9363_2"
"464514646489998","42.115.2326","2018","211F","211","40","800","0","5","32","11.3830230732312","0.656074754755241","0.161897216311706","97","5","41.78785","-76.1026","0","110.891789119427","1.53775459039514","65.0298822872018","0.0866540436045704","9363_2_2021","9363_2"
"511169668126144","36.9.1388","2019","211G","211","40","800","0","5","16","10.1121294142392","0.544828797766508","0.182131326355634","90","5","42.139948","-78.533022","0","21.5720691110814","1.39227925988735","71.8246711569134","0.0957082800615802","9363_2_2021","9363_2"
"511231920126144","42.117.2585","2020","211F","211","40","800","0","5","31","10.4766215928609","0.542534707293511","0","102","5","41.64448","-77.2417","0","55.044113407044","1.45505043548766","68.7261400437196","0.0915794051390178","9363_2_2021","9363_2"
"618638121126144","42.117.6109","2020","211F","211","40","800","0","4","32","11.0076386254323","0.699846874641663","0.150453130723415","84","5","41.663102","-77.053781","0","63.9021207500121","1.53401094191567","65.1885832542501","0.0868655168540214","9363_2_2021","9363_2"
"722438003290487","42.105.4661","2021","211G","211","40","800","0","5","25","9.66566870501734","0.568766074798838","0.0521676084986319","89","5","41.841342","-77.944101","0","16.2913209049982","0.957671423710645","104.419947723338","0.139142350946341","9363_2_2021","9363_2"
"Composite Control",NA,"2018","211F","211","40","800","0","4.70953775746224","26.5900345771563","10.346403270451","0.604403935547563","0.0909046215375607","92.3387017995383","5","41.8721232137759","-77.1076530807024",NA,"66.2590429542541",NA,NA,NA,"9363_2_2021","9363_2"
