"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"9003_1_2021","9003_1","2021","M221A","M221","40","500","0","5","36.1808072052477","11.1293509959353","0.503306975647026","0.154787384084365","79.4285714285714","5.28571428571429","41.0425005705291","-77.5904961062743","1","0",NA,NA,NA,"9003_1_2021","9003_1"
"171958360020004","42.81.4440","2016","M221A","M221","40","500","0","4","36","12.1262360194745","0.694623913181515","0.17259583421586","72","5","41.285732","-77.196355","0","26.5368728506748","1.63246200214998","61.2571685394809","0.105042535402104","9003_1_2021","9003_1"
"171958771020004","42.13.5145","2014","M221A","M221","40","500","0","5","55","9.99807388857881","0.523318113733593","0.0888997200504221","86","5","40.530443","-78.342848","0","52.9664548851031","1.84979712713945","54.0599823260843","0.092700948194576","9003_1_2021","9003_1"
"306269241489998","42.107.1276","2016","M221A","M221","40","500","0","5","62","10.4271920157506","0.533755065882843","0.117704825972394","89","5","40.64933","-76.00331","0","87.4815184986728","1.92855144911319","51.8523890280361","0.0889154125145483","9003_1_2021","9003_1"
"306336288489998","54.27.1971","2016","M221A","M221","40","500","0","5","24","11.0040219919809","0.466183748523227","0.13828926291967","89","5","39.448574","-78.680397","0","124.155168476769","2.02492579984162","49.3845255998129","0.0846835709569417","9003_1_2021","9003_1"
"306336293489998","54.27.1779","2016","M221A","M221","40","500","0","5","32","9.76867631959607","0.491958763357521","0.159931855622751","83","6","39.462466","-78.534976","0","119.905541895197","2.04934903418395","48.7959826910696","0.0836743496559688","9003_1_2021","9003_1"
"511231725126144","42.79.3991","2019","M221A","M221","40","500","0","6","33","12.0390463228462","0.575938150801661","0.126600090849264","94","6","41.352857","-75.827427","0","94.3569342862715","1.92442894911273","51.9634669007164","0.0891058865709176","9003_1_2021","9003_1"
"511231903126144","42.67.4665","2019","M221A","M221","40","500","0","4","37","12.1201485139416","0.511932015510341","0.222126836120128","85","5","40.461334","-77.528875","0","40.2323260482849","1.40287257191685","71.2823117379523","0.12223344520816","9003_1_2021","9003_1"
"618638146126144","42.61.6002","2020","M221A","M221","40","500","0","5","30","10.7918123726144","0.549616541876543","0.149663173436163","81","5","40.316647","-77.833099","0","51.6812831117554","1.05084926709792","95.1611264631371","0.163180346622872","9003_1_2021","9003_1"
"722438032290487","42.13.3663","2021","M221A","M221","40","500","0","5","40","10.4065784482701","0.623645533874382","0.0458075390057835","87","6","40.364338","-78.39871","0","63.17411481039","2.00194434333166","49.9514386266997","0.085655701780427","9003_1_2021","9003_1"
"829427237290487","51.69.25","2022","M221A","M221","40","500","0","5","20","11.8732592709115","0.52293562896838","0.163351223440734","77","5","39.256659","-78.400571","0","130.464865749297","2.02195955323129","49.4569734791134","0.0848078030934845","9003_1_2021","9003_1"
"Composite Control",NA,"2018","M221A","M221","40","500","0","4.86182990596065","36.5837501543522","11.0905640040774","0.550927757372075","0.14256115374086","83.896275794001","5.25843593800731","40.3470650760658","-77.6619232209591",NA,"74.25744313947",NA,NA,NA,"9003_1_2021","9003_1"
