"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"9165_1_2021","9165_1","2021","221F","221","40","800","0","5","9.87463263459564","12.423818366966","0.393681743624042","0.0663812436599345","59.8","4.3","41.9118570939837","-79.3097136271953","1","0",NA,NA,NA,"9165_1_2021","9165_1"
"16264650020004","42.49.4660","2014","221F","221","40","800","0","5","1","10.9886775584125","0.626523458939368","0.103369489445529","68","5","42.003459","-79.764253","0","24.2541646296388","1.90549243730379","52.4798724163381","0.0918713751030368","9165_1_2021","9165_1"
"16265508020004","42.31.4581","2014","221E","221","40","800","0","5","31","11.2957403475824","0.352043248358575","0.106410923093503","65","5","41.0949","-79.409827","0","56.6184974456676","1.87881613355441","53.2250060099369","0.0931758075402255","9165_1_2021","9165_1"
"171868004020004","39.157.5175","2014","221E","221","40","800","0","5","14","10.0793518310124","0.321976196486127","0.0654816019579434","48","5","40.617326","-81.556499","0","147.188511093645","1.76992550426817","56.4995530935343","0.0989082365564987","9165_1_2021","9165_1"
"171868082020004","39.29.2600","2014","221F","221","40","800","0","4","6","12.1508811632522","0.564887065773564","0.102338285667435","68","5","40.844908","-80.918353","0","111.410006378267","1.82465990810977","54.8047335043349","0.095941281816669","9165_1_2021","9165_1"
"306266433489998","39.115.2628","2016","221E","221","40","800","0","5","20","12.4628782122483","0.466319819255323","0.126735313837622","74","4","39.655053","-81.949676","0","208.360889915055","1.88631973221825","53.0132820496998","0.0928051631298326","9165_1_2021","9165_1"
"306266615489998","39.133.3221","2017","221F","221","40","800","0","5","6","10.7434307531545","0.443933788030964","0.120551425777656","49","5","41.17732","-81.386233","0","118.993279488681","1.46863195381311","68.0905789502696","0.119199510816182","9165_1_2021","9165_1"
"375840583489998","42.123.1789","2017","221F","221","40","800","0","5","0","10.61391357089","0.549174371530514","0.127805728815577","63","5","41.96919","-79.51508","0","11.2979422788451","1.74829552955984","57.1985675815212","0.100131932790339","9165_1_2021","9165_1"
"511169705126144","36.13.6369","2019","221F","221","40","800","0","5","20","12.6728844388324","0.626582272469533","0","76","5","42.259037","-79.371968","0","24.1747994587128","1.90838118605791","52.4004327492703","0.0917323078546765","9165_1_2021","9165_1"
"511232260126144","42.49.2535","2019","221F","221","40","800","0","5","0","13.6386758250524","0.666261718138228","0","64","4","41.92828","-79.85879","0","28.3250993726158","1.71940405631852","58.1596859868494","0.10181446869351","9165_1_2021","9165_1"
"722438130290487","42.85.2941","2021","221F","221","40","800","0","5","0","12.6783717847013","0.468537994159438","0.0818260915988105","74","5","41.157459","-80.349955","0","74.9667544176861","1.5299802433347","65.3603211124105","0.114419915699029","9165_1_2021","9165_1"
"Composite Control",NA,"2017","221E","221","40","800","0","4.90405871818333","9.3466308961283","11.7265451922566","0.506510039717592","0.0839980885184061","64.5468085378267","4.80538036817666","41.2696906561819","-80.4310863819088",NA,"81.0821092616272",NA,NA,NA,"9165_1_2021","9165_1"
