"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"13063_1_2021","13063_1","2021","M221A","M221","40","500","0","4","20.7495323721271","9.47063021935781","0.496020810103187","0.0364974114990094","59.4444444444444","5","40.4924192472874","-77.9489145955708","1","0",NA,NA,NA,"13063_1_2021","13063_1"
"16265236020004","42.109.3242","2014","M221A","M221","40","500","0","3","30","9.41751471107602","0.376238416982742","0.0245459441281704","75","5","40.733018","-76.869492","0","59.1380610002201","1.7433940018723","57.3593805488638","0.0970049674004945","13063_1_2021","13063_1"
"249982041489998","54.65.2311","2015","M221A","M221","40","500","0","5","27","9.67713403218758","0.383807117818775","0.0187895284825061","45","5","39.47856","-78.366555","0","73.3774542741023","1.49949460461365","66.689136254522","0.112783252302141","13063_1_2021","13063_1"
"306269055489998","42.97.5","2016","M221A","M221","40","500","0","4","31","11.250964870904","0.753066453532539","0.00609205155543082","75","5","40.92498","-76.68922","0","72.5666048215883","1.65226035004825","60.5231493917287","0.102355466142429","13063_1_2021","13063_1"
"445525789489998","24.1.209","2018","M221A","M221","40","500","0","4","26","8.90451026336109","0.532031084653519","0.0565858147477812","51","6","39.541685","-78.584719","0","73.7578621367038","1.79122754784401","55.8276362600406","0.094414513957982","13063_1_2021","13063_1"
"464513591489998","42.87.1978","2018","M221A","M221","40","500","0","4","7","10.2218349180032","0.400835683361549","0.0451854105811081","57","4","40.58237","-77.6844","0","15.2454613359634","1.72142995390499","58.0912396540762","0.0982426719915056","13063_1_2021","13063_1"
"464514517489998","42.61.716","2018","M221A","M221","40","500","0","4","10","10.573551910309","0.486253552050227","0.0476870354233176","70","4","40.25368","-77.74344","0","19.7210968059118","1.74721582288781","57.233913916095","0.0967927808931591","13063_1_2021","13063_1"
"464514532489998","42.99.66","2018","M221A","M221","40","500","0","5","11","8.95630534346643","0.609420485586373","0","61","5","40.39317","-77.48983","0","25.1517912867614","1.57930577719036","63.3189604219036","0.107083682438436","13063_1_2021","13063_1"
"464514694489998","42.81.6106","2018","M221A","M221","40","500","0","4","16","10.952236368956","0.556991196128822","0.0278460725459034","86","5","41.163923","-76.989171","0","68.3923161555823","1.72038561511407","58.1265032219939","0.0983023089893873","13063_1_2021","13063_1"
"511231872126144","42.55.3151","2019","M221A","M221","40","500","0","4","7","10.0137859519219","0.410615750039703","0.0935841914098737","66","5","40.010362","-77.574928","0","38.6930757145133","1.63204321972657","61.2728871339288","0.103623406704985","13063_1_2021","13063_1"
"618638143126144","42.61.3625","2020","M221A","M221","40","500","0","4","26","10.0862799623182","0.459728392147828","0","97","5","40.536485","-77.854254","0","5.83903954866737","1.89176342000561","52.8607324480899","0.0893969491794799","13063_1_2021","13063_1"
"Composite Control",NA,"2017","M221A","M221","40","500","0","4.12286196734008","19.039162136622","9.9999905398771","0.497201165610556","0.0319560418113619","67.7144981619801","4.89937906107332","40.351022114597","-77.5858039290389",NA,"45.7584193140955",NA,NA,NA,"13063_1_2021","13063_1"
