"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"12352_1_2021","12352_1","2021","M221A","M221","40","500","0","5","30.4854275119461","11.3882751543928","0.595422877221843","0.0516505070300398","88.3333333333333","5.22222222222222","40.5400378255589","-77.4163752792716","1","0",NA,NA,NA,"12352_1_2021","12352_1"
"171958997020004","42.61.5471","2015","M221A","M221","40","500","0","4","14","12.1313250561943","0.493535107702157","0.0579072215154864","91","5","40.28634","-77.795239","0","26.5644820859446","1.69174773276688","59.1104678688993","0.0867545961925327","12352_1_2021","12352_1"
"306269055489998","42.97.5","2016","M221A","M221","40","500","0","4","31","11.250964870904","0.753066453532539","0.00609205155543082","75","5","40.92498","-76.68922","0","46.5010334067174","1.70263311165422","58.7325591846638","0.0861999513642898","12352_1_2021","12352_1"
"306269220489998","42.107.447","2016","M221A","M221","40","500","0","4","16","12.0320783363021","0.580929886952548","0.029412786764614","90","5","40.52156","-76.42317","0","52.3058150083901","1.52746606714518","65.4679027907302","0.0960852058010879","12352_1_2021","12352_1"
"375841202489998","42.99.112","2017","M221A","M221","40","500","0","6","40","11.9588518650845","0.678791247039855","0.00793009380501551","107","6","40.53404","-77.05361","0","19.1016670199817","1.52939154739281","65.3854797160821","0.0959642360166175","12352_1_2021","12352_1"
"464514694489998","42.81.6106","2018","M221A","M221","40","500","0","4","16","10.952236368956","0.556991196128822","0.0278460725459034","86","5","41.163923","-76.989171","0","48.521911077202","1.49273200422446","66.9912614702424","0.098320991980121","12352_1_2021","12352_1"
"464515051489998","42.97.1981","2018","M221A","M221","40","500","0","5","43","10.3099466535962","0.680711877471226","0","88","6","40.76371","-76.72505","0","39.4736191863026","1.69878458526776","58.8656153742049","0.0863952337975155","12352_1_2021","12352_1"
"618638146126144","42.61.6002","2020","M221A","M221","40","500","0","5","30","10.7918123726144","0.549616541876543","0.149663173436163","81","5","40.316647","-77.833099","0","26.8402834258062","1.06226827130085","94.1381783695189","0.138163678028426","12352_1_2021","12352_1"
"722438032290487","42.13.3663","2021","M221A","M221","40","500","0","5","40","10.4065784482701","0.623645533874382","0.0458075390057835","87","6","40.364338","-78.39871","0","53.1785893142372","1.41343904019066","70.7494254485221","0.103836732425351","12352_1_2021","12352_1"
"722438321290487","42.55.5700","2021","M221A","M221","40","500","0","5","31","12.2305083023288","0.71953607018248","0","110","5","40.195373","-77.695029","0","27.9610076337609","1.27051198861359","78.7084269146664","0.115517911464951","12352_1_2021","12352_1"
"740835027290487","51.171.24","2021","M221A","M221","40","500","0","4","42","11.9865974537614","0.642025214510936","0.0299295446251075","82","5","38.848622","-78.685334","0","134.869683749504","1.58219681731399","63.2032620124749","0.0927614629291074","12352_1_2021","12352_1"
"Composite Control",NA,"2018","M221A","M221","40","500","0","4.63584202774948","30.3262428337485","11.3899313153873","0.625632230102053","0.0400846727278387","89.8723561288295","5.28619620223949","40.3837028054059","-77.4640659871766",NA,"46.3238742051983",NA,NA,NA,"12352_1_2021","12352_1"
