"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z","dist","Mahalanobis.Distance","inv.Mahalanobis.Distance","weight","treat_PLT_CN","treat_PLOTID"
"9621_1_2021","9621_1","2021","211F","211","40","800","0","5","15.1840037338001","10.4604416414021","0.57658294668778","0.0628498156229667","59.8888888888889","4.55555555555556","41.7949523435708","-77.252766636217","1","0",NA,NA,NA,"9621_1_2021","9621_1"
"15806828020004","36.15.3234","2014","211F","211","40","800","0","4","7","11.7284696358903","0.663716300841012","0.0575573587820425","72","4","42.2201","-76.707273","0","40.613270024689","2.13148825093561","46.915576455139","0.0920502691914272","9621_1_2021","9621_1"
"168988908020004","36.3.3691","2014","211F","211","40","800","0","5","18","9.90098119235809","0.633405528726018","0.0337956479266808","61","5","42.1592","-78.10144","0","50.4203046549903","1.87160573331355","53.4300564590369","0.104831943921021","9621_1_2021","9621_1"
"168988920020004","36.101.4138","2014","211F","211","40","800","0","5","10","11.0947272599633","0.795608158698303","0","67","5","42.016527","-77.689974","0","27.2388807246056","1.97949224181573","50.5180055205839","0.0991183815385985","9621_1_2021","9621_1"
"168989103020004","36.101.5695","2015","211F","211","40","800","0","6","25","9.82248695595978","0.425427605422897","0.0898114445516128","59","5","42.348895","-77.546526","0","41.1084675738853","2.18960329219582","45.6703734217151","0.0896071301939932","9621_1_2021","9621_1"
"171958507020004","42.117.4933","2014","211F","211","40","800","0","4","19","10.9493953832739","0.594722486088431","0.0834336489046617","63","5","41.865372","-77.579147","0","17.5340600675729","1.60330886861213","62.3710140682767","0.122374466403861","9621_1_2021","9621_1"
"306265354489998","36.3.4392","2016","211F","211","40","800","0","6","6","11.6755085542344","0.494722908078143","0.0140063359448545","77","5","42.137604","-77.769203","0","35.5930681830343","2.25993138681185","44.249131006173","0.086818594768834","9621_1_2021","9621_1"
"306265725489998","36.101.4145","2016","211F","211","40","800","0","5","12","9.13691650630798","0.574294104338623","0.191062157002893","67","5","42.072263","-77.104632","0","20.6055054017141","2.0670051243901","48.3791737233871","0.0949219065602849","9621_1_2021","9621_1"
"375682407489998","36.101.789","2017","211F","211","40","800","0","5","7","10.2279356014137","0.584751362447634","0","56","5","42.157927","-77.72248","0","34.824544387605","1.71881826593659","58.1795073870184","0.114150559815045","9621_1_2021","9621_1"
"375841023489998","42.117.1321","2018","211F","211","40","800","0","5","2","9.98356983581858","0.399919925991263","0.00758517702864455","55","5","41.67686","-77.10874","0","11.0388351567583","1.92704275426977","51.8929846151202","0.101816146446287","9621_1_2021","9621_1"
"464514760489998","42.113.2147","2019","211F","211","40","800","0","5","7","9.69192522846448","0.695512011603838","0.068242591453537","66","5","41.43549","-76.4933","0","46.5023812990983","2.08040310275167","48.0676076034178","0.094310601160648","9621_1_2021","9621_1"
"Composite Control",NA,"2016","211F","211","40","800","0","4.96200098936754","11.4106386738864","10.4163398454574","0.587782379821383","0.0536592158464816","63.9213302064704","4.90794973080857","42.0040693253234","-77.3992238299681",NA,"32.0842222628833",NA,NA,NA,"9621_1_2021","9621_1"
